DATO,DISTRIKTSTYPE,Bydel,Born,Famtype,Antal,FAMTYP
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,39,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,99,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,246,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,278,121
20160331,Bydele,Østerbro,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,36,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,18,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,4,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,4,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,21,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,27,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,11,162
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,6,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,6,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,97,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,2,151
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,152,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,509,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,531,121
20160331,Bydele,Østerbro,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,52,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,44,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,5,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,6,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,58,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,27,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,12,162
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,4,172
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,14,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,6,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,2,172
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,4,132
20160331,Bydele,Østerbro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,88,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,4,141
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,75,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,285,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,306,121
20160331,Bydele,Østerbro,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,47,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,29,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,3,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,5,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,31,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,55,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,7,162
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,3,172
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,14,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,19,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,3,172
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Østerbro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,89,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,85,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,418,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,389,121
20160331,Bydele,Østerbro,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,45,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,13,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,3,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,9,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,59,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,38,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,11,162
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,4,172
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,28,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,23,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,2,172
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,11,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,6,132
20160331,Bydele,Østerbro,Familier med over 3 børn,Par samlevende og samboende,3,162
20160331,Bydele,Østerbro,Familier med over 3 børn,Par samlevende og samboende,2,172
20160331,Bydele,Østerbro,Familier med over 3 børn,Enlig mand,1,112
20160331,Bydele,Østerbro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Østerbro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,95,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,117,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,311,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,405,121
20160331,Bydele,Østerbro,Familier uden børn,Ikke hjemmeboende børn,3,183
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,36,132
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,18,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,3,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,9,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,44,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,50,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,9,162
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,15,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,21,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,5,162
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,5,132
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,132,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,34,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,129,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,217,121
20160331,Bydele,Østerbro,Familier uden børn,Ikke hjemmeboende børn,3,183
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,35,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,9,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,5,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,13,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,38,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,7,162
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,3,172
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,10,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,12,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,3,162
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig mand,1,112
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,153,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,44,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,262,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,460,121
20160331,Bydele,Østerbro,Familier uden børn,Ikke hjemmeboende børn,7,183
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,50,132
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,15,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,5,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,6,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,40,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,74,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,13,162
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,27,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,27,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,3,162
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig mand,1,112
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,4,132
20160331,Bydele,Østerbro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,53,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,33,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,196,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,187,121
20160331,Bydele,Østerbro,Familier uden børn,Ikke hjemmeboende børn,3,183
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,20,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,7,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,3,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,4,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,31,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,28,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,7,162
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig mand,4,112
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,10,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,11,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,4,132
20160331,Bydele,Østerbro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,78,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,62,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,201,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,249,121
20160331,Bydele,Østerbro,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,24,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,19,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,4,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,5,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,41,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,33,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,13,162
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,22,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,4,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,64,131
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,80,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,313,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,343,121
20160331,Bydele,Østerbro,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,27,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,21,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,6,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,9,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,37,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,32,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,15,162
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig mand,3,112
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,15,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,10,132
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig mand,1,112
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Østerbro,Familier med over 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Østerbro,Familier med over 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,62,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,56,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,229,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,309,121
20160331,Bydele,Østerbro,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,20,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,16,162
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,6,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,19,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,30,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,15,162
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,7,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,10,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Østerbro,Familier med over 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,5,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,119,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,137,121
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,3,132
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,1,162
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,2,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,16,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,51,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,145,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,172,121
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,24,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,9,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,2,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,20,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,17,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,8,162
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,15,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,6,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,56,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,3,141
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,87,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,192,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,239,121
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,19,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,23,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,3,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,8,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,30,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,25,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,15,162
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,8,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,12,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,3,162
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig mand,1,112
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Østerbro,Familier med over 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,101,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,3,151
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,112,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,552,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,494,121
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,19,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,27,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,8,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,31,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,24,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,7,162
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,6,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,4,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,156,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,2,151
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,127,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,467,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,549,121
20160331,Bydele,Østerbro,Familier uden børn,Ikke hjemmeboende børn,4,183
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,91,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,51,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,7,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,15,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,57,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,107,132
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,20,162
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,4,172
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig mand,4,112
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,31,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,35,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,7,162
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Østerbro,Familier med 3 børn,Enlig kvinde,8,122
20160331,Bydele,Østerbro,Familier med over 3 børn,Ægtepar og reg. partnere,6,132
20160331,Bydele,Østerbro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,147,131
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,8,141
20160331,Bydele,Østerbro,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Østerbro,Familier uden børn,Par samlevende og samboende,103,171
20160331,Bydele,Østerbro,Familier uden børn,Enlig mand,248,111
20160331,Bydele,Østerbro,Familier uden børn,Enlig kvinde,179,121
20160331,Bydele,Østerbro,Familier uden børn,Ikke hjemmeboende børn,3,183
20160331,Bydele,Østerbro,Familier med 1 barn,Ægtepar og reg. partnere,68,132
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,27,162
20160331,Bydele,Østerbro,Familier med 1 barn,Par samlevende og samboende,3,172
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig mand,2,112
20160331,Bydele,Østerbro,Familier med 1 barn,Enlig kvinde,18,122
20160331,Bydele,Østerbro,Familier med 2 børn,Ægtepar og reg. partnere,40,132
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,12,162
20160331,Bydele,Østerbro,Familier med 2 børn,Par samlevende og samboende,3,172
